old_url,new_route,content_type,title,status,notes
https://www.rongvanghoanggia.com/5-cach-doc-dao-de-thuong-thuc-banh-dau-xanh-cach-thu-5-ban-co-nam-mo-cung-chua-chac-da-nghi-den/,/5-cach-doc-dao-de-thuong-thuc-banh-dau-xanh-cach-thu-5-ban-co-nam-mo-cung-chua-chac-da-nghi-den/,post,"5 cách độc đáo để thưởng thức bánh đậu xanh, cách thứ 5 bạn có nằm mơ cũng chưa chắc đã nghĩ đến",extracted,content-raw/post/5-cach-doc-dao-de-thuong-thuc-banh-dau-xanh-cach-thu-5-ban-co-nam-mo-cung-chua-chac-da-nghi-den.md
https://www.rongvanghoanggia.com/ban-tu-cong-bo-rong-vang-hoang-gia/,/ban-tu-cong-bo-rong-vang-hoang-gia/,policy,Bản tự công bố Rồng Vàng Hoàng Gia – Bánh đậu xanh Rồng Vàng Hoàng Gia – OCOP 5 sao quốc gia,extracted,content-raw/policy/ban-tu-cong-bo-rong-vang-hoang-gia.md
https://www.rongvanghoanggia.com/banh-dau-tra-xanh-banh-dau-sau-rieng-rong-vang-hoang-gia-dat-ocop-5-sao-quoc-gia/,/banh-dau-tra-xanh-banh-dau-sau-rieng-rong-vang-hoang-gia-dat-ocop-5-sao-quoc-gia/,post,Bánh đậu trà xanh & bánh đậu sầu riêng Rồng Vàng Hoàng Gia đạt OCOP 5 sao Quốc gia,extracted,content-raw/post/banh-dau-tra-xanh-banh-dau-sau-rieng-rong-vang-hoang-gia-dat-ocop-5-sao-quoc-gia.md
https://www.rongvanghoanggia.com/banh-dau-tra-xanh-cau-chuyen-san-pham/,/banh-dau-tra-xanh-cau-chuyen-san-pham/,post,Bánh đậu trà xanh – câu chuyện sản phẩm,extracted,content-raw/post/banh-dau-tra-xanh-cau-chuyen-san-pham.md
https://www.rongvanghoanggia.com/banh-dau-tra-xanh-hoang-gia/,/banh-dau-tra-xanh-hoang-gia/,post,Bánh đậu trà xanh Hoàng Gia,extracted,content-raw/post/banh-dau-tra-xanh-hoang-gia.md
https://www.rongvanghoanggia.com/banh-dau-tra-xanh-mot-khuc-bien-tau-cua-huong-sac-va-tram-tu/,/banh-dau-tra-xanh-mot-khuc-bien-tau-cua-huong-sac-va-tram-tu/,post,Bánh Đậu Trà Xanh: Một Khúc Biến Tấu Của Hương Sắc và Trầm Tư,extracted,content-raw/post/banh-dau-tra-xanh-mot-khuc-bien-tau-cua-huong-sac-va-tram-tu.md
https://www.rongvanghoanggia.com/banh-dau-xanh-co-beo-khong-dap-tan-noi-am-anh/,/banh-dau-xanh-co-beo-khong-dap-tan-noi-am-anh/,post,Bánh đậu xanh có béo không ? Đập tan nỗi ám ảnh,extracted,content-raw/post/banh-dau-xanh-co-beo-khong-dap-tan-noi-am-anh.md
https://www.rongvanghoanggia.com/banh-dau-xanh-hai-duong-dac-san-van-hoa-noi-tieng/,/banh-dau-xanh-hai-duong-dac-san-van-hoa-noi-tieng/,post,Bánh đậu xanh Hải Dương – Đặc sản văn hóa nổi tiếng,extracted,content-raw/post/banh-dau-xanh-hai-duong-dac-san-van-hoa-noi-tieng.md
https://www.rongvanghoanggia.com/banh-dau-xanh-hai-duong-huong-vi-truyen-thong-vuot-thoi-gian/,/banh-dau-xanh-hai-duong-huong-vi-truyen-thong-vuot-thoi-gian/,post,Bánh đậu xanh Hải Dương – Hương vị truyền thống vượt thời gian,extracted,content-raw/post/banh-dau-xanh-hai-duong-huong-vi-truyen-thong-vuot-thoi-gian.md
https://www.rongvanghoanggia.com/banh-dau-xanh-hai-duong-mon-qua-bieu-y-nghia-cho-moi-dip-dac-biet/,/banh-dau-xanh-hai-duong-mon-qua-bieu-y-nghia-cho-moi-dip-dac-biet/,post,Bánh Đậu Xanh Hải Dương: Món Quà Biếu Ý Nghĩa Cho Mọi Dịp Đặc Biệt,extracted,content-raw/post/banh-dau-xanh-hai-duong-mon-qua-bieu-y-nghia-cho-moi-dip-dac-biet.md
https://www.rongvanghoanggia.com/banh-dau-xanh-hai-duong-tai-tphcm-dac-san-bac-ky-lam-nuc-long-sai-thanh/,/banh-dau-xanh-hai-duong-tai-tphcm-dac-san-bac-ky-lam-nuc-long-sai-thanh/,post,Bánh đậu xanh Hải Dương tại TPHCM- Đặc sản bắc kỳ làm nức lòng Sài thành,extracted,content-raw/post/banh-dau-xanh-hai-duong-tai-tphcm-dac-san-bac-ky-lam-nuc-long-sai-thanh.md
https://www.rongvanghoanggia.com/banh-dau-xanh-ngon-khong-phai-cu-ve-den-hai-duong-la-mua-duoc/,/banh-dau-xanh-ngon-khong-phai-cu-ve-den-hai-duong-la-mua-duoc/,post,Bánh đậu xanh ngon- Không phải cứ về đến Hải Dương là mua được,extracted,content-raw/post/banh-dau-xanh-ngon-khong-phai-cu-ve-den-hai-duong-la-mua-duoc.md
https://www.rongvanghoanggia.com/banh-dau-xanh-o-ha-noi/,/banh-dau-xanh-o-ha-noi/,post,Bánh đậu xanh ở Hà Nội,extracted,content-raw/post/banh-dau-xanh-o-ha-noi.md
https://www.rongvanghoanggia.com/banh-dau-xanh-rong-vang-tiet-lo-cau-chuyen-lich-su/,/banh-dau-xanh-rong-vang-tiet-lo-cau-chuyen-lich-su/,post,Bánh đậu xanh rồng vàng- Tiết lộ câu chuyện lịch sử,extracted,content-raw/post/banh-dau-xanh-rong-vang-tiet-lo-cau-chuyen-lich-su.md
https://www.rongvanghoanggia.com/banh-dau-xanh-tet-tan-suu-2021-rong-vang-hoang-gia/,/banh-dau-xanh-tet-tan-suu-2021-rong-vang-hoang-gia/,post,Bánh đậu xanh Tết Tân Sửu 2021 – Rồng Vàng Hoàng Gia,extracted,content-raw/post/banh-dau-xanh-tet-tan-suu-2021-rong-vang-hoang-gia.md
